City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
313,Mitsamiouli,KM,76.28,clear sky,-11.3847,43.2844,Foyer ADM
315,Anloga,GH,77.22,overcast clouds,5.7947,0.8973,Pin Drop Hotel
318,Bubaque,GW,78.35,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
322,Samana,DO,79.0,overcast clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
323,Phangnga,TH,78.84,light rain,8.4509,98.5298,Sunimit Mansion
324,Osecina,RS,79.41,clear sky,44.3731,19.6014,Guest House Tesanovic
326,Karratha,AU,80.11,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
327,Porto Novo,BJ,78.62,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
329,Cururupu,BR,73.38,scattered clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
331,Hamilton,US,73.72,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
336,Biak,ID,80.37,broken clouds,-0.9131,122.8766,Penginapan Kim
338,Athens,GR,78.13,clear sky,37.9795,23.7162,Novotel Athenes
339,Denpasar,ID,82.06,broken clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
340,Mayumba,GA,74.16,overcast clouds,-3.432,10.6554,LIKWALE LODGE
344,Alghero,IT,69.89,scattered clouds,40.5589,8.3181,Villa Las Tronas Hotel & Spa
346,Fare,PF,78.3,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
347,Tura,IN,76.08,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
349,Sao Joao Da Barra,BR,68.7,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
350,Pochutla,MX,83.25,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
354,Hasaki,JP,72.0,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
356,Sungaipenuh,ID,68.14,overcast clouds,-2.0833,101.3833,Hotel Jaya Wisata 2
357,Bull Savanna,JM,78.71,broken clouds,17.8868,-77.5902,Big Red's
361,Owase,JP,73.35,light rain,34.0667,136.2,Business Hotel Phoenix
362,Kavaratti,IN,81.48,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
367,Mount Pleasant,US,82.98,clear sky,32.7941,-79.8626,Best Western Patriots Point
368,Matara,LK,77.68,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
371,Sola,VU,77.43,overcast clouds,-13.8833,167.55,Leumerus Bungalows
372,Praia Da Vitoria,PT,70.75,broken clouds,38.7333,-27.0667,Hotel Branco I
373,Vila Do Maio,CV,79.59,overcast clouds,15.1333,-23.2167,Hotel Marilu
375,Plastun,RU,70.12,clear sky,44.7561,136.2939,Gostinitsa Rossiyanochka
376,Pobe,BJ,71.08,overcast clouds,6.9801,2.6649,Hôtel Étoile d'Or de Pobé
381,Lucapa,AO,68.81,clear sky,-8.4192,20.7447,Residência Ulisses Dos Santos
383,Taganak,PH,84.34,overcast clouds,6.0833,118.3,Taganak
385,Bathsheba,BB,81.21,few clouds,13.2167,-59.5167,Atlantis Hotel
386,Hangu,CN,75.24,moderate rain,39.2489,117.7892,Chongli Xuexiang Family Express Inn
387,Vila Franca Do Campo,PT,73.81,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
388,Lexington,US,73.29,moderate rain,37.9887,-84.4777,DoubleTree Suites by Hilton Hotel Lexington
389,Awbari,LY,80.82,clear sky,26.5921,12.7805,فندق أوباري
391,Airai,TL,70.97,few clouds,-8.9266,125.4092,Juvinal Martin
392,Siva,EG,83.19,clear sky,29.2041,25.5195,Qasr Alzaytuna Inn
395,Kumluca,TR,82.38,clear sky,36.3703,30.2869,TurkuazKöy
397,Heze,CN,78.48,clear sky,35.2431,115.4411,Hanting Express Heze North Mudang Road University Town
398,Gizo,SB,83.01,light rain,-8.103,156.8419,Imagination Island
401,Dingli,MT,78.82,clear sky,35.8614,14.3822,The Xara Palace Relais & Chateaux
402,Carutapera,BR,75.79,overcast clouds,-1.195,-46.02,Lidera
403,Touros,BR,74.3,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
409,Jieshi,CN,83.32,clear sky,22.8134,115.8257,Yuehai Hotel
417,Mayo,US,78.78,broken clouds,38.8876,-76.5119,Resorts Resource Group International
419,Poso,ID,84.09,clear sky,-1.3959,120.7524,Hotel 77 Poso
421,Manaure,CO,82.42,clear sky,11.7751,-72.4445,Hotel Palaaima
422,Quang Ngai,VN,83.16,overcast clouds,15.1167,108.8,Central Hotel
423,Zhongxing,CN,76.51,light rain,33.7039,118.6792,New Century Grand Hotel Siyang
424,Lloydminster,CA,82.08,overcast clouds,53.2835,-110.0016,BCMInns - Lloydminster
425,Tomatlan,MX,83.34,overcast clouds,19.9333,-105.25,El Salvial
426,Yendi,GH,76.91,overcast clouds,9.4427,-0.0099,Eyarro Lodge
434,Chateaubelair,VC,81.21,overcast clouds,13.2833,-61.25,Richmond Vale Diving & Hiking Center
435,Wad Madani,SD,81.45,overcast clouds,14.4012,33.5199,فندق يوغسلافيا
438,Guanare,VE,77.02,overcast clouds,9.0418,-69.7421,Nuevo Hotel Coromoto
441,Thunder Bay,CA,83.98,broken clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
442,Belen,TR,73.54,clear sky,36.4891,36.2233,Varlıbaş Uyku Sarayı
443,Miraflores,MX,70.45,scattered clouds,19.2167,-98.8083,Hotel Mansión
444,Dalianwan,CN,80.64,light rain,39.0286,121.695,Huanghai Hotel
448,Nguru,NG,80.67,overcast clouds,12.8791,10.4526,Government Lodge
451,Tevaitoa,PF,78.85,few clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
452,Luanda,AO,71.87,overcast clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
460,Jacareacanga,BR,76.14,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
463,Kulhudhuffushi,MV,81.52,overcast clouds,6.6221,73.07,Hondaafushi Island Resort
464,Kaseda,JP,79.83,moderate rain,31.4167,130.3167,Sun Stay Kaseda
469,Honiara,SB,84.72,broken clouds,-9.4333,159.95,Heritage Park Hotel
472,Coxim,BR,79.48,clear sky,-18.5067,-54.76,Hotel Avenida
474,Helong,CN,68.63,overcast clouds,42.5397,128.9972,Helong Hotel
478,Ugoofaaru,MV,81.37,overcast clouds,5.6667,73.0,Ungoofaaru Inn
481,Banjar,ID,82.26,clear sky,-8.19,114.9675,The Hamsa Resort
483,Tezu,IN,77.29,overcast clouds,27.9167,96.1667,Circuit House
485,Palmer,US,69.28,scattered clouds,42.1584,-72.3287,Wedgewood Motel
486,Pemangkat,ID,79.32,overcast clouds,1.1667,108.9667,Ramah Kost KITA
488,Saint-Pie,CA,69.76,overcast clouds,45.5001,-72.8991,Camping Aqua Parc St-Pie
490,Alibag,IN,77.07,broken clouds,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
492,Gidam,IN,73.94,overcast clouds,18.9833,81.4,Dhanshree Lodge And DormItory
493,Mnogovershinnyy,RU,74.79,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
495,Baoqing,CN,75.24,scattered clouds,46.3317,132.2111,Baoqing Hotel
496,West Bay,KY,84.27,few clouds,19.3667,-81.4167,Calypso Cove
498,Uzyn,UA,69.17,clear sky,49.8262,30.4149,Cafe motel Megasport
499,Galesong,ID,82.42,overcast clouds,-5.3166,119.3661,Sapriadi Appy
502,Samarai,PG,79.72,few clouds,-10.6167,150.6667,Nuli Sapi
503,Kefamenanu,ID,80.76,scattered clouds,-9.4467,124.4781,Sokowindo Losmen
505,Muisne,EC,74.88,overcast clouds,0.6,-80.0333,Quinta Samay
506,Jining,CN,78.21,clear sky,35.405,116.5814,Yunhe Star Hotel
510,Razole,IN,77.29,moderate rain,16.4833,81.8333,Sterling Palavelli Godavari
511,Sao Felix Do Xingu,BR,79.27,few clouds,-6.6447,-51.995,Rio Xingu Camping
514,Naifaru,MV,81.5,overcast clouds,5.4444,73.3657,Naifaru Residence Guest House
516,Ganzhou,CN,76.12,overcast clouds,28.8184,115.4327,Laotou Farm Restaurant Hostel
517,Kieta,PG,84.16,light rain,-6.2167,155.6333,Uruna Bay Retreat
518,Ryotsu,JP,76.96,overcast clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
519,Jogighopa,IN,80.29,scattered clouds,26.2333,90.5833,DRDA Training center
