City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
349,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.7,79,71,10.58,broken clouds
350,Pochutla,MX,15.7432,-96.4661,83.25,85,100,3.18,overcast clouds
351,Ketchikan,US,55.3422,-131.6461,63.07,55,90,8.05,overcast clouds
352,Ilulissat,GL,69.2167,-51.1,46.42,87,40,9.22,scattered clouds
353,Ponta Do Sol,PT,32.6667,-17.1,86.63,35,0,4.85,clear sky
354,Hasaki,JP,35.7333,140.8333,72.0,78,100,15.68,overcast clouds
355,Puerto Penasco,MX,31.3167,-113.5333,89.91,70,15,4.0,few clouds
356,Sungaipenuh,ID,-2.0833,101.3833,68.14,91,99,3.33,overcast clouds
357,Bull Savanna,JM,17.8868,-77.5902,78.71,80,80,3.62,broken clouds
358,Ixtapa,MX,20.7,-105.2,87.03,70,40,8.05,scattered clouds
359,Roma,US,43.2128,-75.4557,65.37,73,1,3.44,clear sky
360,Kununurra,AU,-15.7667,128.7333,87.78,19,0,18.41,clear sky
361,Owase,JP,34.0667,136.2,73.35,93,100,4.45,light rain
362,Kavaratti,IN,10.5669,72.642,81.48,77,90,17.6,overcast clouds
363,Umtata,ZA,-31.5889,28.7844,41.56,100,0,1.14,clear sky
364,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,77,75,5.75,broken clouds
365,Talnakh,RU,69.4865,88.3972,56.8,88,98,10.51,light rain
366,Mount Gambier,AU,-37.8333,140.7667,53.51,76,75,17.27,broken clouds
367,Mount Pleasant,US,32.7941,-79.8626,82.98,86,1,1.99,clear sky
368,Matara,LK,5.9485,80.5353,77.68,86,100,10.47,overcast clouds
369,Newport,GB,51.5877,-2.9984,61.86,84,33,7.83,scattered clouds
370,Vardo,NO,70.3705,31.1107,46.51,76,100,16.28,overcast clouds
371,Sola,VU,-13.8833,167.55,77.43,78,99,26.55,overcast clouds
372,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,88,75,4.18,broken clouds
373,Vila Do Maio,CV,15.1333,-23.2167,79.59,92,100,14.2,overcast clouds
374,Mokrousovo,RU,55.8103,66.7653,60.75,72,12,4.52,few clouds
375,Plastun,RU,44.7561,136.2939,70.12,61,6,4.94,clear sky
376,Pobe,BJ,6.9801,2.6649,71.08,90,100,4.23,overcast clouds
377,Killarney,IE,52.05,-9.5167,56.1,80,100,6.44,overcast clouds
378,Shar,KZ,49.5886,81.0453,57.67,83,7,4.76,clear sky
379,Sangar,RU,63.9242,127.4739,60.94,62,100,5.46,overcast clouds
380,Merauke,ID,-8.4667,140.3333,81.54,74,89,13.29,overcast clouds
381,Lucapa,AO,-8.4192,20.7447,68.81,34,0,1.01,clear sky
382,Zilupe,LV,56.3862,28.1217,51.49,97,2,5.57,clear sky
383,Taganak,PH,6.0833,118.3,84.34,82,100,6.78,overcast clouds
384,Port Macquarie,AU,-31.4333,152.9167,66.16,31,0,4.21,clear sky
385,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,11.5,few clouds
386,Hangu,CN,39.2489,117.7892,75.24,72,14,4.54,moderate rain
387,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,93,82,7.4,broken clouds
388,Lexington,US,37.9887,-84.4777,73.29,82,20,6.91,moderate rain
389,Awbari,LY,26.5921,12.7805,80.82,23,0,5.64,clear sky
390,Polson,US,47.6936,-114.1632,93.34,19,100,1.01,overcast clouds
391,Airai,TL,-8.9266,125.4092,70.97,54,21,5.39,few clouds
392,Siva,EG,29.2041,25.5195,83.19,41,0,9.91,clear sky
393,Beringovskiy,RU,63.05,179.3167,46.65,89,100,5.1,light rain
394,Koboko,UG,3.4136,30.9599,60.67,94,97,2.42,overcast clouds
395,Kumluca,TR,36.3703,30.2869,82.38,35,0,7.0,clear sky
396,Kedrovyy,RU,56.1667,91.8167,57.61,68,100,4.36,overcast clouds
397,Heze,CN,35.2431,115.4411,78.48,80,2,4.92,clear sky
398,Gizo,SB,-8.103,156.8419,83.01,74,99,6.55,light rain
399,Port Hardy,CA,50.6996,-127.4199,59.18,100,90,4.61,light rain
400,Sur,OM,22.5667,59.5289,85.01,65,33,4.7,scattered clouds
401,Dingli,MT,35.8614,14.3822,78.82,88,0,2.3,clear sky
402,Carutapera,BR,-1.195,-46.02,75.79,90,87,5.79,overcast clouds
403,Touros,BR,-5.1989,-35.4608,74.3,77,94,16.17,overcast clouds
404,Whitianga,NZ,-36.8333,175.7,60.03,57,53,9.13,broken clouds
405,Sept-Iles,CA,50.2001,-66.3821,63.25,67,20,6.91,few clouds
406,Chapais,CA,49.7834,-74.8492,60.58,69,15,6.53,few clouds
407,Pouso Alegre,BR,-22.23,-45.9364,66.85,52,41,1.83,scattered clouds
408,Pangnirtung,CA,66.1451,-65.7125,46.38,78,98,3.06,overcast clouds
409,Jieshi,CN,22.8134,115.8257,83.32,79,4,7.29,clear sky
410,Saint-Louis,SN,16.3333,-15.0,70.74,89,100,20.74,overcast clouds
411,Coquimbo,CL,-29.9533,-71.3436,53.33,76,90,4.61,overcast clouds
412,Shakawe,BW,-18.3667,21.85,57.0,48,0,6.6,clear sky
413,Itarantim,BR,-15.6597,-40.0656,62.55,94,0,2.75,clear sky
414,Paamiut,GL,61.994,-49.6678,46.04,99,100,23.58,heavy intensity rain
415,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,68.92,36,0,3.96,clear sky
416,Tazovskiy,RU,67.4667,78.7,46.31,83,87,20.0,overcast clouds
417,Mayo,US,38.8876,-76.5119,78.78,81,75,0.0,broken clouds
418,Sayyan,YE,15.1718,44.3244,65.39,46,75,2.57,broken clouds
419,Poso,ID,-1.3959,120.7524,84.09,61,10,4.03,clear sky
420,Lebu,CL,-37.6167,-73.65,50.92,93,100,27.63,overcast clouds
421,Manaure,CO,11.7751,-72.4445,82.42,78,8,8.3,clear sky
422,Quang Ngai,VN,15.1167,108.8,83.16,70,100,0.78,overcast clouds
423,Zhongxing,CN,33.7039,118.6792,76.51,87,100,6.17,light rain
424,Lloydminster,CA,53.2835,-110.0016,82.08,41,90,5.75,overcast clouds
425,Tomatlan,MX,19.9333,-105.25,83.34,84,99,4.68,overcast clouds
426,Yendi,GH,9.4427,-0.0099,76.91,71,100,3.78,overcast clouds
427,Mildura,AU,-34.2,142.15,57.16,67,90,11.5,overcast clouds
428,Ewa Beach,US,21.3156,-158.0072,89.55,46,1,8.05,clear sky
429,Namibe,AO,-15.1961,12.1522,65.19,91,27,7.49,scattered clouds
430,Lata,PT,40.1629,-8.3327,61.81,96,8,0.25,clear sky
431,Van,TR,38.4924,43.3831,67.35,42,20,6.91,few clouds
432,Zaterechnyy,RU,44.7931,45.2097,73.29,83,100,4.63,overcast clouds
433,Tevriz,RU,57.509,72.4042,60.98,80,100,3.42,overcast clouds
434,Chateaubelair,VC,13.2833,-61.25,81.21,78,100,7.2,overcast clouds
435,Wad Madani,SD,14.4012,33.5199,81.45,67,100,12.46,overcast clouds
436,Pierre,US,44.3683,-100.351,94.12,30,1,5.99,clear sky
437,Falmouth,GB,50.1544,-5.0711,59.9,97,75,4.0,broken clouds
438,Guanare,VE,9.0418,-69.7421,77.02,94,100,2.3,overcast clouds
439,Aktau,KZ,43.65,51.2,64.98,33,0,9.8,clear sky
440,Sisimiut,GL,66.9395,-53.6735,46.31,89,100,2.95,overcast clouds
441,Thunder Bay,CA,48.4001,-89.3168,83.98,39,75,11.5,broken clouds
442,Belen,TR,36.4891,36.2233,73.54,65,0,10.36,clear sky
443,Miraflores,MX,19.2167,-98.8083,70.45,84,38,3.65,scattered clouds
444,Dalianwan,CN,39.0286,121.695,80.64,74,75,2.24,light rain
445,Manjacaze,MZ,-24.7117,33.8828,55.92,93,0,3.47,clear sky
446,Lubango,AO,-14.9172,13.4925,60.31,46,0,3.76,clear sky
447,Tromso,NO,69.6496,18.957,48.85,81,75,10.36,broken clouds
448,Nguru,NG,12.8791,10.4526,80.67,70,88,7.16,overcast clouds
449,Korfovskiy,RU,48.2183,135.0564,72.86,60,88,5.79,overcast clouds
450,Whitehorse,CA,60.7161,-135.0538,56.17,76,75,3.44,shower rain
451,Tevaitoa,PF,-16.7833,-151.5,78.85,75,22,10.27,few clouds
452,Luanda,AO,-8.8368,13.2343,71.87,87,96,9.13,overcast clouds
453,Mponela,MW,-13.5319,33.7401,56.01,77,0,7.14,clear sky
454,Kysyl-Syr,RU,63.8986,122.7617,55.45,69,100,4.12,overcast clouds
455,Live Oak,US,36.9836,-121.9805,89.47,64,1,1.99,clear sky
456,Rocha,UY,-34.4833,-54.3333,51.39,99,94,2.04,overcast clouds
457,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,50,0,5.75,clear sky
458,Letlhakane,BW,-21.4167,25.5833,54.12,75,0,12.26,clear sky
459,Henties Bay,NA,-22.116,14.2845,51.85,87,0,3.15,clear sky
460,Jacareacanga,BR,-6.2222,-57.7528,76.14,80,86,1.01,overcast clouds
461,Naryan-Mar,RU,67.6713,53.087,56.68,92,87,21.56,overcast clouds
462,Sandy Bay,AU,-42.913,147.3532,46.29,76,75,4.0,broken clouds
463,Kulhudhuffushi,MV,6.6221,73.07,81.52,76,100,15.52,overcast clouds
464,Kaseda,JP,31.4167,130.3167,79.83,87,100,13.42,moderate rain
465,Barcelos,PT,41.5388,-8.6151,67.84,77,0,5.3,clear sky
466,Lubana,LV,56.9,26.7167,52.03,96,7,6.87,clear sky
467,Suseni,RO,46.6667,25.55,60.1,73,0,0.92,clear sky
468,Zharkent,KZ,44.1628,80.0,59.7,65,86,4.05,overcast clouds
469,Honiara,SB,-9.4333,159.95,84.72,77,57,9.66,broken clouds
470,Zyryanka,RU,65.75,150.85,46.47,91,100,5.93,light rain
471,San Vicente,AR,-26.6167,-54.1333,60.89,76,69,2.73,broken clouds
472,Coxim,BR,-18.5067,-54.76,79.48,31,0,3.09,clear sky
473,Udachnyy,RU,66.4167,112.4,54.79,73,100,5.08,overcast clouds
474,Helong,CN,42.5397,128.9972,68.63,84,100,3.24,overcast clouds
475,Matagami,CA,49.7502,-77.6328,66.31,63,1,8.05,clear sky
476,Krasnyy Yar,RU,46.5331,48.3456,66.13,59,98,4.85,overcast clouds
477,Krasnoselkup,RU,65.7,82.4667,55.26,74,99,13.76,overcast clouds
478,Ugoofaaru,MV,5.6667,73.0,81.37,76,100,13.29,overcast clouds
479,Jamsa,FI,61.8642,25.19,56.12,97,79,5.17,broken clouds
480,Vestmannaeyjar,IS,63.4427,-20.2734,54.19,90,100,11.39,overcast clouds
481,Banjar,ID,-8.19,114.9675,82.26,65,5,0.72,clear sky
482,Tocopilla,CL,-22.092,-70.1979,61.29,70,18,8.5,few clouds
483,Tezu,IN,27.9167,96.1667,77.29,93,100,0.43,overcast clouds
484,Balkhash,KZ,46.844,74.9804,56.01,82,0,13.42,clear sky
485,Palmer,US,42.1584,-72.3287,69.28,74,40,3.44,scattered clouds
486,Pemangkat,ID,1.1667,108.9667,79.32,79,92,4.34,overcast clouds
487,Nkowakowa,ZA,-23.8878,30.2871,46.45,79,0,3.29,clear sky
488,Saint-Pie,CA,45.5001,-72.8991,69.76,81,90,0.0,overcast clouds
489,Victor Harbor,AU,-35.5667,138.6167,58.46,83,100,1.99,overcast clouds
490,Alibag,IN,18.6411,72.8792,77.07,81,74,3.0,broken clouds
491,Verkhnyaya Inta,RU,65.9811,60.3094,60.39,74,100,12.73,overcast clouds
492,Gidam,IN,18.9833,81.4,73.94,98,100,2.55,overcast clouds
493,Mnogovershinnyy,RU,53.9353,139.9242,74.79,49,86,4.18,overcast clouds
494,Nome,US,64.5011,-165.4064,48.27,87,90,6.91,light rain
495,Baoqing,CN,46.3317,132.2111,75.24,48,34,7.36,scattered clouds
496,West Bay,KY,19.3667,-81.4167,84.27,77,20,1.99,few clouds
497,Nanortalik,GL,60.1432,-45.2371,49.26,98,100,11.54,moderate rain
498,Uzyn,UA,49.8262,30.4149,69.17,64,0,6.04,clear sky
499,Galesong,ID,-5.3166,119.3661,82.42,60,86,2.37,overcast clouds
500,Batagay-Alyta,RU,67.8006,130.4114,50.5,68,100,3.09,overcast clouds
501,Puerto Escondido,MX,15.85,-97.0667,85.03,61,40,0.0,scattered clouds
502,Samarai,PG,-10.6167,150.6667,79.72,83,16,14.92,few clouds
503,Kefamenanu,ID,-9.4467,124.4781,80.76,57,34,8.86,scattered clouds
504,Port-Cartier,CA,50.0334,-66.8654,62.92,61,0,8.3,clear sky
505,Muisne,EC,0.6,-80.0333,74.88,85,100,9.04,overcast clouds
506,Jining,CN,35.405,116.5814,78.21,76,5,4.81,clear sky
507,Qandala,SO,11.472,49.8728,88.86,50,87,5.95,overcast clouds
508,Azad Shahr,IR,34.7909,48.5707,66.54,29,0,4.92,clear sky
509,Sawakin,SD,19.1059,37.3321,92.35,44,71,4.99,broken clouds
510,Razole,IN,16.4833,81.8333,77.29,93,100,6.69,moderate rain
511,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.27,33,22,2.3,few clouds
512,Fort Nelson,CA,58.8053,-122.7002,56.79,88,75,13.8,light intensity shower rain
513,Gubkinskiy,RU,64.434,76.5026,56.34,73,83,14.65,broken clouds
514,Naifaru,MV,5.4444,73.3657,81.5,76,100,15.28,overcast clouds
515,Nampula,MZ,-15.1165,39.2666,63.46,85,99,9.44,overcast clouds
516,Ganzhou,CN,28.8184,115.4327,76.12,97,100,1.07,overcast clouds
517,Kieta,PG,-6.2167,155.6333,84.16,72,98,4.72,light rain
518,Ryotsu,JP,38.0833,138.4333,76.96,75,100,3.2,overcast clouds
519,Jogighopa,IN,26.2333,90.5833,80.29,87,44,1.39,scattered clouds
520,Saint-Francois,FR,46.4154,3.9054,68.18,77,90,9.22,overcast clouds
521,Dickinson,US,29.4608,-95.0513,82.94,82,40,5.75,scattered clouds
522,Timmins,CA,48.4669,-81.3331,67.82,77,20,6.91,few clouds
523,Diffa,NE,13.3154,12.6113,79.81,73,90,3.94,overcast clouds
524,Khabary,RU,53.6259,79.5345,62.06,66,70,2.24,broken clouds
525,Matay,EG,28.419,30.7792,80.71,54,0,13.29,clear sky
526,Quimperle,FR,47.8667,-3.55,62.08,94,75,11.5,broken clouds
527,Kushiro,JP,42.975,144.3747,59.95,88,75,6.91,broken clouds
528,Kalabo,ZM,-14.97,22.6814,56.32,47,0,5.88,clear sky
529,Podyuga,RU,61.095,40.8647,56.21,96,98,10.11,overcast clouds
530,Rapid Valley,US,44.0625,-103.1463,93.4,20,1,6.91,smoke
531,Sergeyevka,KZ,53.88,67.4158,64.65,75,97,5.88,overcast clouds
532,Mendoza,AR,-32.8908,-68.8272,54.93,44,0,0.0,clear sky
533,Ponta Delgada,PT,37.7333,-25.6667,74.12,94,40,6.91,scattered clouds
534,Tornio,FI,65.8481,24.1466,55.42,92,98,16.2,moderate rain
535,Faya,SA,18.3851,42.4509,70.32,50,100,5.44,overcast clouds
536,Hudiksvall,SE,61.729,17.1036,51.53,94,18,4.81,few clouds
537,Alofi,NU,-19.0595,-169.9187,75.09,78,100,14.97,overcast clouds
538,Hambantota,LK,6.1241,81.1185,77.34,94,20,4.61,few clouds
539,San Cristobal,VE,7.7669,-72.225,73.58,97,67,2.75,broken clouds
540,Macamic,CA,48.7502,-78.9996,66.43,67,5,10.22,clear sky
541,Butembo,CD,0.15,29.2833,57.79,87,99,2.98,overcast clouds
542,Kudahuvadhoo,MV,2.6708,72.8944,82.15,71,98,14.27,overcast clouds
543,Khromtau,KZ,50.2503,58.4347,66.94,27,64,2.82,broken clouds
544,Alice Springs,AU,-23.7,133.8833,62.15,22,0,17.27,clear sky
545,Rossland,CA,49.0831,-117.8022,90.91,12,14,10.87,few clouds
546,Prainha,BR,-1.8,-53.48,76.78,81,43,1.99,scattered clouds
547,Kardymovo,RU,54.8902,32.4311,57.92,83,21,3.94,few clouds
548,Maragogi,BR,-9.0122,-35.2225,72.21,77,15,9.15,few clouds
549,Glendive,US,47.1053,-104.7125,92.03,19,90,10.0,overcast clouds
550,Prince Rupert,CA,54.3161,-130.3201,59.09,77,20,6.91,light rain
551,Tibati,CM,6.4667,12.6333,67.73,95,100,1.3,light rain
552,Belokurikha,RU,51.9959,84.9896,58.68,82,88,1.32,overcast clouds
553,Cortez,US,37.3489,-108.5859,83.16,24,1,9.22,clear sky
554,San Quintin,MX,30.4833,-115.95,73.74,75,15,9.75,few clouds
555,Borogontsy,RU,62.6683,131.1683,73.89,58,98,4.59,overcast clouds
556,Kimbe,PG,-5.5502,150.1429,88.34,62,77,2.37,light rain
557,Nicoya,CR,10.1483,-85.452,72.95,94,100,3.04,light rain
558,Caarapo,BR,-22.6342,-54.8222,70.68,47,0,5.32,clear sky
559,Ust-Kuyga,RU,70.0167,135.6,51.26,59,100,5.32,overcast clouds
560,Moissac,FR,44.1024,1.0945,68.95,96,0,5.73,clear sky
561,Srednekolymsk,RU,67.45,153.6833,53.22,49,100,9.75,overcast clouds
562,Nefteyugansk,RU,61.0998,72.6035,57.45,75,1,6.53,clear sky
563,Kruisfontein,ZA,-34.0033,24.7314,53.13,60,0,6.98,clear sky
564,Muli,MV,2.9167,73.5667,82.17,72,71,15.08,broken clouds
565,Okha,RU,53.5739,142.9478,70.29,64,7,8.39,clear sky
566,Verkhnyaya Toyma,RU,62.2349,44.9985,58.15,99,100,5.21,overcast clouds
567,Kochevo,RU,59.5994,54.3125,55.49,80,53,5.82,broken clouds
568,Bairiki,KI,1.3292,172.9752,87.8,66,20,12.66,few clouds
569,Kodinar,IN,20.7903,70.7031,80.26,80,100,9.35,overcast clouds
570,Lanzhou,CN,36.0564,103.7922,70.88,62,21,1.92,few clouds
571,Meulaboh,ID,4.1363,96.1285,77.04,87,100,8.03,light rain
572,Latung,PH,5.5,120.8833,83.14,72,68,10.33,broken clouds
573,Changde,CN,29.0464,111.6783,73.58,89,100,0.89,overcast clouds
574,Nuevo Progreso,MX,23.1667,-97.95,86.59,74,23,9.06,few clouds
575,Luang Prabang,LA,19.8856,102.1347,76.96,94,90,0.0,mist
576,Fairbanks,US,64.8378,-147.7164,53.1,93,90,5.99,light rain
577,Guiglo,CI,6.5456,-7.4966,70.27,87,84,3.29,broken clouds
578,Roebourne,AU,-20.7833,117.1333,80.62,39,46,14.92,scattered clouds
579,Najran,SA,17.4924,44.1277,81.25,20,100,2.01,overcast clouds
580,Morgaushi,RU,55.9643,46.7743,59.16,85,0,4.92,clear sky
581,Kurilsk,RU,45.2333,147.8833,58.39,70,2,2.98,clear sky
582,Pilar,BR,-9.5972,-35.9567,71.53,88,68,2.82,broken clouds
583,Jiwani,PK,25.05,61.7417,79.14,83,99,9.8,overcast clouds
584,Carrollton,US,32.9537,-96.8903,87.13,66,40,8.05,scattered clouds
585,Zhanaozen,KZ,43.3,52.8,72.95,26,0,8.95,clear sky
586,Andros Town,BS,24.7,-77.7667,82.36,78,100,11.5,overcast clouds
587,Ginda,IN,30.6945,78.4932,61.39,76,0,5.39,clear sky
588,Makushino,RU,55.2103,67.2442,63.27,67,12,3.91,few clouds
589,Mackay,AU,-21.15,149.2,77.04,68,75,12.66,broken clouds
590,North Bend,US,43.4065,-124.2243,72.91,78,40,12.66,scattered clouds
591,Copiapo,CL,-27.3667,-70.3333,49.69,53,44,0.81,scattered clouds
592,The Valley,AI,18.217,-63.0578,84.06,82,100,17.16,overcast clouds
593,Kibre Mengist,ET,5.8833,38.9833,56.17,88,83,2.15,broken clouds
594,Santa Cruz,BO,-17.8,-63.1667,71.06,49,0,8.05,clear sky
595,Guanagazapa,GT,14.2253,-90.6433,81.46,97,99,1.63,overcast clouds
596,Florianopolis,BR,-27.6146,-48.5012,61.83,82,75,4.61,broken clouds
597,Jibuti,DJ,11.5,42.5,90.82,39,60,9.64,broken clouds
598,Pangai,TO,-19.8,-174.35,75.31,53,20,13.8,few clouds
599,Bowen,AU,-20.0167,148.2333,75.42,58,57,15.46,broken clouds
600,Flinders,AU,-34.5833,150.8552,69.19,41,0,4.0,clear sky
601,Le Marin,MQ,14.4721,-60.8697,81.72,83,20,5.75,few clouds
602,Krasnokumskoye,RU,44.1781,43.5019,67.05,89,100,2.37,overcast clouds
603,Camopi,GF,3.1655,-52.3158,73.44,92,94,2.51,overcast clouds
604,Leningradskiy,RU,69.3833,178.4167,34.93,83,95,14.79,overcast clouds
605,Charlestown,AU,-32.95,151.6667,69.93,39,0,1.99,clear sky
606,Jiuquan,CN,39.7432,98.5174,81.0,25,6,14.43,clear sky
607,Mahanoro,MG,-19.9,48.8,63.0,86,100,8.1,light rain
608,Tateyama,JP,34.9833,139.8667,71.62,90,100,12.37,overcast clouds
609,Cabra,ES,37.4725,-4.4421,89.91,27,6,2.93,clear sky
610,Svetlogorsk,BY,52.6333,29.7333,64.22,84,68,4.59,broken clouds
611,Vaitape,PF,-16.5167,-151.75,78.55,76,21,9.48,light rain
612,Talcahuano,CL,-36.7167,-73.1167,51.48,93,90,27.63,drizzle
613,Emerald,AU,-23.5333,148.1667,75.34,43,1,6.91,clear sky
614,Bambanglipuro,ID,-7.95,110.2833,81.82,66,17,12.97,few clouds
615,Pasni,PK,25.2631,63.471,78.93,82,100,6.58,overcast clouds
616,Krasnovishersk,RU,60.4078,57.082,58.66,80,100,5.77,overcast clouds
617,Grand Gaube,MU,-20.0064,57.6608,66.6,74,95,5.01,overcast clouds
618,Saint-Augustin,CA,51.226,-58.6502,61.41,79,57,13.0,broken clouds
619,Kjopsvik,NO,68.097,16.3742,53.17,92,100,2.66,overcast clouds
620,Kananga,CD,-5.8958,22.4178,71.17,47,0,2.48,clear sky
621,Raudeberg,NO,61.9875,5.1352,53.2,96,100,11.27,overcast clouds
622,Bontang,ID,0.1333,117.5,82.06,73,60,2.71,broken clouds
623,Sibu,MY,2.3,111.8167,77.31,94,40,2.3,light rain
624,Ancud,CL,-41.8697,-73.8203,48.22,91,100,21.03,moderate rain
625,Sebinkarahisar,TR,40.2883,38.4236,57.69,78,100,2.15,overcast clouds
626,San Carlos Del Zulia,VE,9.0,-71.9135,77.5,81,45,3.65,scattered clouds
627,Mukhen,RU,48.1,136.1,77.81,48,12,6.73,few clouds
628,Dwarka,IN,22.2394,68.9678,80.37,78,100,13.06,overcast clouds
629,Jiutai,CN,44.1525,125.8328,75.54,78,100,5.14,overcast clouds
630,Luena,AO,-11.7833,19.9167,56.25,37,19,4.97,few clouds
631,Khvorostyanka,RU,52.6096,48.9597,70.36,27,92,6.78,overcast clouds
632,Yerakion,GR,37.0,22.7,73.29,34,0,5.61,clear sky
633,Siderno,IT,38.2779,16.302,82.58,64,0,10.13,clear sky
634,Sekoma,BW,-24.4,23.8833,53.62,71,0,16.93,clear sky
635,Lydenburg,ZA,-25.0978,30.4597,45.39,91,0,1.36,clear sky
636,Ati,TD,13.2154,18.3353,78.21,72,81,4.12,broken clouds
637,Sehithwa,BW,-20.4667,22.7167,56.55,53,0,6.6,clear sky
638,Parana,AR,-31.732,-60.5238,56.52,77,5,7.7,clear sky
639,Salinopolis,BR,-0.6136,-47.3561,77.4,84,84,8.57,moderate rain
640,Deputatskiy,RU,69.3,139.9,47.97,62,100,7.31,overcast clouds
641,Abrau-Dyurso,RU,44.69,37.59,69.26,88,98,17.25,overcast clouds
642,Gualeguay,AR,-33.1416,-59.3097,49.69,80,65,7.31,broken clouds
643,Catole Do Rocha,BR,-6.3439,-37.7467,75.65,62,76,11.79,broken clouds
644,Kurchum,KZ,48.5722,83.6542,64.76,57,100,10.31,overcast clouds
645,Nouakchott,MR,18.0858,-15.9785,78.73,81,25,7.45,scattered clouds
646,Durban,ZA,-29.8579,31.0292,59.02,89,0,1.01,clear sky
647,Buraydah,SA,26.326,43.975,88.25,18,0,4.72,clear sky
648,Laibin,CN,23.7,109.2667,85.33,73,52,9.84,broken clouds
649,Makasar,ID,-5.14,119.4221,82.45,61,20,5.75,few clouds
650,Le Port,RE,-20.9373,55.2919,66.16,74,45,3.4,scattered clouds
651,Banfora,BF,10.6333,-4.7667,70.68,96,79,4.14,broken clouds
652,Dalby,AU,-27.1833,151.2667,68.7,49,24,10.63,few clouds
653,Inongo,CD,-1.95,18.2667,71.6,73,75,0.43,light rain
654,Carballo,ES,43.213,-8.691,62.87,90,27,6.53,scattered clouds
655,Rudnichnyy,RU,59.617,52.4703,55.72,80,28,6.26,scattered clouds
656,Nemuro,JP,43.3236,145.575,57.63,83,7,9.66,clear sky
657,Kyren,RU,51.6828,102.1408,64.87,93,100,4.99,overcast clouds
658,Arona,ES,28.0996,-16.681,80.69,88,0,5.75,clear sky
659,Qingdao,CN,36.0986,120.3719,83.8,70,40,2.24,scattered clouds
660,Santarem,BR,-2.4431,-54.7083,77.13,94,20,0.0,few clouds
661,Opuwo,NA,-18.0607,13.84,61.18,56,0,2.46,clear sky
662,Tuatapere,NZ,-46.1333,167.6833,55.81,77,100,16.15,moderate rain
663,Pacifica,US,37.6138,-122.4869,91.92,83,20,1.01,few clouds
664,Marsh Harbour,BS,26.5412,-77.0636,82.42,80,100,17.6,light rain
665,Kericho,KE,-0.3677,35.2831,54.54,87,8,4.27,clear sky
666,Coos Bay,US,43.3665,-124.2179,75.31,77,40,12.66,scattered clouds
667,Kakching,IN,24.4833,93.9833,72.88,96,100,1.19,moderate rain
668,Innisfail,AU,-17.5333,146.0333,72.14,87,71,11.88,broken clouds
669,Igarka,RU,67.4667,86.5833,53.22,89,98,13.4,overcast clouds
670,Waingapu,ID,-9.6567,120.2641,85.05,61,4,14.29,clear sky
671,Pingdingshan,CN,33.7385,113.3012,74.39,90,100,2.64,light rain
672,Malindi,KE,-3.2175,40.1191,74.32,83,87,12.55,overcast clouds
673,North Branch,US,45.5113,-92.9802,79.09,60,0,13.6,clear sky
674,Tayu,ID,-6.5397,111.0518,82.85,65,96,10.2,overcast clouds
675,Havoysund,NO,70.9963,24.6622,43.68,81,100,9.55,overcast clouds
676,San Matias,BO,-16.3667,-58.4,78.96,36,3,1.39,clear sky
677,Bom Jesus,BR,-9.0744,-44.3586,69.91,48,8,1.9,clear sky
678,Cayenne,GF,4.9333,-52.3333,78.1,87,40,0.0,scattered clouds
679,Methoni,GR,36.8197,21.7049,77.22,66,0,5.26,clear sky
680,Aguimes,ES,27.9054,-15.4461,77.63,54,0,20.71,clear sky
681,Bogorodskoye,RU,56.55,37.8833,66.78,94,58,5.48,broken clouds
682,Wewak,PG,-3.5534,143.6268,84.49,70,58,7.61,broken clouds
683,Rolla,US,37.9514,-91.7713,75.51,61,1,1.01,clear sky
684,Parasia,IN,22.2,78.7667,75.07,81,90,5.97,overcast clouds
685,Poum,NC,-20.2333,164.0167,73.53,63,95,18.86,overcast clouds
686,Zuenoula,CI,7.4292,-6.0431,68.41,84,87,4.92,overcast clouds
687,Mamallapuram,IN,12.6264,80.1722,82.45,70,100,7.34,moderate rain
688,San Jose De Guanipa,VE,8.8872,-64.1651,73.49,82,94,3.13,overcast clouds
689,Finschhafen,PG,-6.6024,147.8681,80.19,85,100,9.6,heavy intensity rain
690,Ulaangom,MN,49.9811,92.0667,63.1,64,100,6.02,moderate rain
691,Salo,IT,45.6086,10.531,78.87,70,64,4.41,broken clouds
692,Pudozh,RU,61.8099,36.5345,53.64,97,32,8.08,scattered clouds
693,Diamantino,BR,-14.4086,-56.4461,75.99,38,3,2.89,clear sky
694,Korgen,NO,66.0771,13.8153,54.3,89,65,2.15,broken clouds
695,Sokoni,TZ,-6.4333,39.55,75.51,80,53,12.48,light rain
696,Am Timan,TD,11.0297,20.2827,72.05,94,54,2.89,broken clouds
697,Qingyuan,CN,23.7,113.0333,85.98,76,89,4.41,overcast clouds
698,Maun,BW,-19.9833,23.4167,55.36,58,0,3.44,clear sky
699,Arkhangelsk,RU,64.5401,40.5433,53.71,100,20,4.47,few clouds
